filepath,x1,x2,x3,x4,x5,x6,x7,x8
C:\\dev\\dataset\\ThinFilm\\data1\\0051.tif,0.001648,3.295043,0.00079,0.001144,1247.55603,1242.526001,-1.60657,11.93817
C:\\dev\\dataset\\ThinFilm\\data1\\0052.tif,0.001639,3.278664,0.0009,0.001226,1247.692505,1242.627686,-1.446991,11.93841
C:\\dev\\dataset\\ThinFilm\\data1\\0053.tif,0.001795,3.589867,0.000807,0.001277,1247.577026,1242.69104,-1.362035,11.938671
C:\\dev\\dataset\\ThinFilm\\data1\\0054.tif,0.001713,3.426076,0.000931,0.00128,1247.731079,1242.694824,-1.581512,11.938925
C:\\dev\\dataset\\ThinFilm\\data1\\0055.tif,0.001844,3.688142,0.000939,0.001258,1247.741699,1242.667236,-1.374824,11.939172
C:\\dev\\dataset\\ThinFilm\\data1\\0056.tif,0.001934,3.868312,0.000928,0.001373,1247.727539,1242.809937,-1.338706,11.939426
C:\\dev\\dataset\\ThinFilm\\data1\\0057.tif,0.001901,3.802796,0.00093,0.001445,1247.730225,1242.899292,-1.478998,11.939674
C:\\dev\\dataset\\ThinFilm\\data1\\0058.tif,0.001967,3.933829,0.000975,0.00139,1247.785889,1242.832031,-1.552992,11.939928
C:\\dev\\dataset\\ThinFilm\\data1\\0059.tif,0.002049,4.09762,0.001056,0.001481,1247.887207,1242.944946,-1.426143,11.940175
C:\\dev\\dataset\\ThinFilm\\data1\\0060.tif,0.002082,4.163136,0.001054,0.001557,1247.884766,1243.038818,-1.402641,11.940429
C:\\dev\\dataset\\ThinFilm\\data1\\0061.tif,0.002032,4.064862,0.001063,0.001498,1247.89624,1242.965454,-1.476987,11.940676
C:\\dev\\dataset\\ThinFilm\\data1\\0062.tif,0.002188,4.376065,0.001013,0.001481,1247.833252,1242.944336,-1.408632,11.94093
C:\\dev\\dataset\\ThinFilm\\data1\\0063.tif,0.002139,4.27779,0.001156,0.00149,1248.011353,1242.956299,-1.4621,11.941184
C:\\dev\\dataset\\ThinFilm\\data1\\0064.tif,0.002163,4.326927,0.001206,0.001543,1248.073975,1243.020996,-1.289634,11.941432
C:\\dev\\dataset\\ThinFilm\\data1\\0065.tif,0.002131,4.261411,0.001119,0.001592,1247.965332,1243.081909,-1.279162,11.941679
C:\\dev\\dataset\\ThinFilm\\data1\\0066.tif,0.002245,4.490719,0.001156,0.001614,1248.011841,1243.109863,-1.422696,11.941933
C:\\dev\\dataset\\ThinFilm\\data1\\0067.tif,0.002344,4.687268,0.001244,0.00164,1248.121704,1243.142212,-1.396267,11.942187
C:\\dev\\dataset\\ThinFilm\\data1\\0068.tif,0.002458,4.916576,0.001292,0.001612,1248.181885,1243.106689,-1.318387,11.942427
C:\\dev\\dataset\\ThinFilm\\data1\\0069.tif,0.002417,4.83468,0.001237,0.001726,1248.113037,1243.248901,-1.247002,11.942681
C:\\dev\\dataset\\ThinFilm\\data1\\0070.tif,0.002483,4.965713,0.001288,0.001745,1248.176025,1243.272217,-1.395221,11.942935
C:\\dev\\dataset\\ThinFilm\\data1\\0071.tif,0.002426,4.851059,0.001326,0.001858,1248.223145,1243.411987,-1.354994,11.943182
C:\\dev\\dataset\\ThinFilm\\data1\\0072.tif,0.002368,4.736405,0.001403,0.001931,1248.319946,1243.502686,-1.401349,11.943437
C:\\dev\\dataset\\ThinFilm\\data1\\0073.tif,0.00254,5.080367,0.001416,0.00184,1248.335693,1243.389648,-1.375924,11.943684
C:\\dev\\dataset\\ThinFilm\\data1\\0074.tif,0.002614,5.227779,0.001373,0.001974,1248.281982,1243.557007,-1.299318,11.943938
C:\\dev\\dataset\\ThinFilm\\data1\\0075.tif,0.002655,5.309674,0.001452,0.002006,1248.380493,1243.596191,-1.43826,11.944192
C:\\dev\\dataset\\ThinFilm\\data1\\0076.tif,0.00263,5.260537,0.001534,0.002021,1248.4823,1243.614502,-1.381723,11.944439
C:\\dev\\dataset\\ThinFilm\\data1\\0077.tif,0.00281,5.620877,0.00157,0.00201,1248.528442,1243.60144,-1.317786,11.944686
C:\\dev\\dataset\\ThinFilm\\data1\\0078.tif,0.002802,5.604498,0.0015,0.002155,1248.440186,1243.780884,-1.280097,11.94494
C:\\dev\\dataset\\ThinFilm\\data1\\0079.tif,0.002851,5.702773,0.001642,0.002066,1248.617554,1243.670288,-1.43677,11.945187
C:\\dev\\dataset\\ThinFilm\\data1\\0080.tif,0.002761,5.522603,0.00167,0.002103,1248.651855,1243.716553,-1.258095,11.945441
C:\\dev\\dataset\\ThinFilm\\data1\\0081.tif,0.00281,5.620877,0.001708,0.002162,1248.700195,1243.789795,-1.259693,11.945689
C:\\dev\\dataset\\ThinFilm\\data1\\0082.tif,0.002901,5.801048,0.0017,0.002278,1248.690186,1243.933472,-1.265666,11.945943
C:\\dev\\dataset\\ThinFilm\\data1\\0083.tif,0.003007,6.013976,0.001678,0.002311,1248.662231,1243.974609,-1.33969,11.94619
C:\\dev\\dataset\\ThinFilm\\data1\\0084.tif,0.003113,6.226904,0.001751,0.002319,1248.753662,1243.984497,-1.377336,11.946444
C:\\dev\\dataset\\ThinFilm\\data1\\0085.tif,0.00313,6.259663,0.001843,0.002441,1248.868286,1244.135986,-1.324234,11.946691
C:\\dev\\dataset\\ThinFilm\\data1\\0086.tif,0.003089,6.177767,0.001796,0.002419,1248.810059,1244.108887,-1.324429,11.946945
C:\\dev\\dataset\\ThinFilm\\data1\\0087.tif,0.00313,6.259663,0.001788,0.0025,1248.799072,1244.208862,-1.346583,11.947192
C:\\dev\\dataset\\ThinFilm\\data1\\0088.tif,0.003244,6.48897,0.001878,0.002362,1248.911865,1244.037354,-1.398306,11.947446
C:\\dev\\dataset\\ThinFilm\\data1\\0089.tif,0.003253,6.505349,0.001963,0.002545,1249.017822,1244.264404,-1.257379,11.947694
C:\\dev\\dataset\\ThinFilm\\data1\\0090.tif,0.003244,6.48897,0.00192,0.002609,1248.964355,1244.344971,-1.29615,11.947948
C:\\dev\\dataset\\ThinFilm\\data1\\0091.tif,0.003343,6.68552,0.001932,0.002563,1248.978638,1244.287964,-1.35889,11.948202
C:\\dev\\dataset\\ThinFilm\\data1\\0092.tif,0.003359,6.718278,0.002021,0.002556,1249.0896,1244.278809,-1.32708,11.948449
C:\\dev\\dataset\\ThinFilm\\data1\\0093.tif,0.003449,6.898448,0.002048,0.002641,1249.123047,1244.383789,-1.26494,11.948696
C:\\dev\\dataset\\ThinFilm\\data1\\0094.tif,0.003384,6.767415,0.002079,0.002717,1249.162476,1244.47876,-1.289648,11.94895
C:\\dev\\dataset\\ThinFilm\\data1\\0095.tif,0.003482,6.963964,0.0021,0.00279,1249.188599,1244.56958,-1.306863,11.949198
C:\\dev\\dataset\\ThinFilm\\data1\\0096.tif,0.003547,7.094997,0.002128,0.002728,1249.223877,1244.491821,-1.32866,11.949445
C:\\dev\\dataset\\ThinFilm\\data1\\0097.tif,0.003515,7.029481,0.002114,0.002873,1249.205444,1244.672241,-1.281618,11.949699
C:\\dev\\dataset\\ThinFilm\\data1\\0098.tif,0.003629,7.258788,0.002092,0.00288,1249.178467,1244.68103,-1.359334,11.949953
C:\\dev\\dataset\\ThinFilm\\data1\\0099.tif,0.00376,7.520854,0.002145,0.003022,1249.244629,1244.8573,-1.376774,11.9502
C:\\dev\\dataset\\ThinFilm\\data1\\0100.tif,0.003687,7.373442,0.002271,0.002963,1249.401855,1244.78418,-1.408914,11.950454
C:\\dev\\dataset\\ThinFilm\\data1\\0101.tif,0.00376,7.520854,0.002347,0.00304,1249.49585,1244.878906,-1.304745,11.950701
C:\\dev\\dataset\\ThinFilm\\data1\\0102.tif,0.003711,7.42258,0.002315,0.003065,1249.457031,1244.90979,-1.295367,11.950955
C:\\dev\\dataset\\ThinFilm\\data1\\0103.tif,0.003826,7.651887,0.002352,0.003138,1249.503052,1245.000977,-1.323534,11.951203
C:\\dev\\dataset\\ThinFilm\\data1\\0104.tif,0.003851,7.701024,0.002355,0.003151,1249.505859,1245.0177,-1.333958,11.95145
C:\\dev\\dataset\\ThinFilm\\data1\\0105.tif,0.003891,7.78292,0.002432,0.00325,1249.602539,1245.139648,-1.338396,11.951704
C:\\dev\\dataset\\ThinFilm\\data1\\0106.tif,0.003908,7.815678,0.002429,0.003243,1249.598999,1245.131348,-1.336144,11.951958
C:\\dev\\dataset\\ThinFilm\\data1\\0107.tif,0.003982,7.96309,0.002477,0.003301,1249.658691,1245.203735,-1.334904,11.952205
C:\\dev\\dataset\\ThinFilm\\data1\\0108.tif,0.00408,8.15964,0.00245,0.003311,1249.624878,1245.215942,-1.332676,11.952459
C:\\dev\\dataset\\ThinFilm\\data1\\0109.tif,0.00417,8.33981,0.002522,0.003281,1249.715088,1245.178711,-1.351433,11.952706
C:\\dev\\dataset\\ThinFilm\\data1\\0110.tif,0.004145,8.290672,0.00256,0.003475,1249.761597,1245.419312,-1.300756,11.95296
C:\\dev\\dataset\\ThinFilm\\data1\\0111.tif,0.004309,8.618255,0.002553,0.003515,1249.753418,1245.468994,-1.357565,11.953207
C:\\dev\\dataset\\ThinFilm\\data1\\0112.tif,0.004235,8.470843,0.002661,0.00354,1249.887451,1245.500366,-1.376693,11.953455
C:\\dev\\dataset\\ThinFilm\\data1\\0113.tif,0.004268,8.536359,0.002668,0.003495,1249.896606,1245.443481,-1.330556,11.953709
C:\\dev\\dataset\\ThinFilm\\data1\\0114.tif,0.004416,8.831183,0.00276,0.003573,1250.011108,1245.540405,-1.309772,11.953956
C:\\dev\\dataset\\ThinFilm\\data1\\0115.tif,0.004285,8.569117,0.002702,0.003571,1249.938477,1245.538452,-1.294445,11.95421
C:\\dev\\dataset\\ThinFilm\\data1\\0116.tif,0.004317,8.634634,0.002817,0.003688,1250.082153,1245.684204,-1.321802,11.954464
C:\\dev\\dataset\\ThinFilm\\data1\\0117.tif,0.004342,8.683771,0.002851,0.003722,1250.124268,1245.725464,-1.309395,11.954711
C:\\dev\\dataset\\ThinFilm\\data1\\0118.tif,0.004391,8.782046,0.002852,0.003704,1250.125488,1245.703735,-1.305566,11.954965
C:\\dev\\dataset\\ThinFilm\\data1\\0119.tif,0.004514,9.027732,0.00294,0.003838,1250.235474,1245.869507,-1.29893,11.955219
C:\\dev\\dataset\\ThinFilm\\data1\\0120.tif,0.00453,9.060491,0.002891,0.003824,1250.175049,1245.851807,-1.305369,11.95546
C:\\dev\\dataset\\ThinFilm\\data1\\0121.tif,0.004538,9.07687,0.003028,0.003755,1250.345459,1245.766357,-1.322367,11.955714
C:\\dev\\dataset\\ThinFilm\\data1\\0122.tif,0.004637,9.273419,0.003043,0.00385,1250.363647,1245.884033,-1.239902,11.955968
C:\\dev\\dataset\\ThinFilm\\data1\\0123.tif,0.00462,9.240661,0.003023,0.003965,1250.338989,1246.027466,-1.265162,11.956215
C:\\dev\\dataset\\ThinFilm\\data1\\0124.tif,0.004645,9.289798,0.003067,0.004,1250.393555,1246.071411,-1.311657,11.956469
C:\\dev\\dataset\\ThinFilm\\data1\\0125.tif,0.004735,9.469968,0.00309,0.004094,1250.422974,1246.187866,-1.30449,11.956709
C:\\dev\\dataset\\ThinFilm\\data1\\0126.tif,0.004637,9.273419,0.003145,0.004113,1250.491577,1246.210571,-1.324885,11.95697
C:\\dev\\dataset\\ThinFilm\\data1\\0127.tif,0.004735,9.469968,0.003172,0.004232,1250.525146,1246.358398,-1.307523,11.957218
C:\\dev\\dataset\\ThinFilm\\data1\\0128.tif,0.00476,9.519106,0.003188,0.004257,1250.5448,1246.389282,-1.33396,11.957472
C:\\dev\\dataset\\ThinFilm\\data1\\0129.tif,0.004923,9.846688,0.003236,0.004237,1250.604736,1246.364868,-1.335191,11.957719
C:\\dev\\dataset\\ThinFilm\\data1\\0130.tif,0.004915,9.830309,0.003211,0.004248,1250.573853,1246.379028,-1.309242,11.957973
C:\\dev\\dataset\\ThinFilm\\data1\\0131.tif,0.004964,9.928584,0.003284,0.004288,1250.664917,1246.428589,-1.322878,11.95822
C:\\dev\\dataset\\ThinFilm\\data1\\0132.tif,0.005079,10.157891,0.003306,0.004378,1250.691528,1246.539917,-1.305604,11.958474
C:\\dev\\dataset\\ThinFilm\\data1\\0133.tif,0.005005,10.010479,0.003291,0.004394,1250.67334,1246.559937,-1.32433,11.958721
C:\\dev\\dataset\\ThinFilm\\data1\\0134.tif,0.005112,10.223408,0.003418,0.00436,1250.831543,1246.517334,-1.33512,11.958975
C:\\dev\\dataset\\ThinFilm\\data1\\0135.tif,0.005104,10.207028,0.003399,0.004405,1250.808105,1246.573853,-1.275486,11.959222
C:\\dev\\dataset\\ThinFilm\\data1\\0136.tif,0.005243,10.485473,0.003358,0.004488,1250.756836,1246.676758,-1.29595,11.959476
C:\\dev\\dataset\\ThinFilm\\data1\\0137.tif,0.00512,10.239787,0.003528,0.004636,1250.96875,1246.860229,-1.336528,11.959724
C:\\dev\\dataset\\ThinFilm\\data1\\0138.tif,0.005169,10.338061,0.003552,0.004556,1250.998169,1246.761475,-1.314029,11.959978
C:\\dev\\dataset\\ThinFilm\\data1\\0139.tif,0.0053,10.600127,0.00356,0.004562,1251.008911,1246.768311,-1.282876,11.960225
C:\\dev\\dataset\\ThinFilm\\data1\\0140.tif,0.00539,10.780297,0.003581,0.004723,1251.034912,1246.968628,-1.281323,11.960479
C:\\dev\\dataset\\ThinFilm\\data1\\0141.tif,0.005292,10.583748,0.003612,0.004947,1251.073853,1247.246338,-1.318931,11.960726
C:\\dev\\dataset\\ThinFilm\\data1\\0142.tif,0.005374,10.747539,0.003719,0.004843,1251.207275,1247.116699,-1.369468,11.96098
C:\\dev\\dataset\\ThinFilm\\data1\\0143.tif,0.005407,10.813056,0.003721,0.004875,1251.209229,1247.156372,-1.301978,11.961234
C:\\dev\\dataset\\ThinFilm\\data1\\0144.tif,0.00548,10.960468,0.003702,0.004819,1251.185547,1247.087891,-1.310021,11.961482
C:\\dev\\dataset\\ThinFilm\\data1\\0145.tif,0.005497,10.993226,0.003761,0.004868,1251.258911,1247.148315,-1.301819,11.961729
C:\\dev\\dataset\\ThinFilm\\data1\\0146.tif,0.00557,11.140638,0.003828,0.004895,1251.342407,1247.181641,-1.294399,11.961983
C:\\dev\\dataset\\ThinFilm\\data1\\0147.tif,0.005791,11.582874,0.003877,0.004936,1251.403931,1247.231934,-1.278752,11.96223
C:\\dev\\dataset\\ThinFilm\\data1\\0148.tif,0.005767,11.533736,0.003828,0.00507,1251.342651,1247.399048,-1.272929,11.962484
C:\\dev\\dataset\\ThinFilm\\data1\\0149.tif,0.005669,11.337187,0.003852,0.005138,1251.371826,1247.483643,-1.324489,11.962731
C:\\dev\\dataset\\ThinFilm\\data1\\0150.tif,0.0058,11.599253,0.003904,0.005167,1251.437744,1247.519653,-1.334086,11.962985
C:\\dev\\dataset\\ThinFilm\\data1\\0151.tif,0.005767,11.533736,0.004009,0.005254,1251.568115,1247.627686,-1.323492,11.963233
C:\\dev\\dataset\\ThinFilm\\data1\\0152.tif,0.005824,11.64839,0.003945,0.005333,1251.488525,1247.725342,-1.310684,11.963487
C:\\dev\\dataset\\ThinFilm\\data1\\0153.tif,0.005808,11.615632,0.004053,0.005291,1251.623047,1247.672852,-1.351816,11.963734
C:\\dev\\dataset\\ThinFilm\\data1\\0154.tif,0.005832,11.664769,0.004112,0.005322,1251.697144,1247.712036,-1.305391,11.963988
C:\\dev\\dataset\\ThinFilm\\data1\\0155.tif,0.006094,12.188901,0.00416,0.005323,1251.756226,1247.712402,-1.294191,11.964235
C:\\dev\\dataset\\ThinFilm\\data1\\0156.tif,0.006086,12.172522,0.004159,0.00542,1251.755127,1247.833862,-1.279553,11.964489
C:\\dev\\dataset\\ThinFilm\\data1\\0157.tif,0.005939,11.877698,0.004182,0.005516,1251.784424,1247.952148,-1.303313,11.964736
C:\\dev\\dataset\\ThinFilm\\data1\\0158.tif,0.00598,11.959593,0.004228,0.00545,1251.840576,1247.870605,-1.318797,11.96499
C:\\dev\\dataset\\ThinFilm\\data1\\0159.tif,0.006119,12.238038,0.004392,0.005487,1252.045288,1247.916504,-1.289203,11.965238
C:\\dev\\dataset\\ThinFilm\\data1\\0160.tif,0.006111,12.221659,0.004357,0.005591,1252.002075,1248.045532,-1.249396,11.965492
C:\\dev\\dataset\\ThinFilm\\data1\\0161.tif,0.006225,12.450967,0.004316,0.005798,1251.95105,1248.302979,-1.283201,11.965739
C:\\dev\\dataset\\ThinFilm\\data1\\0162.tif,0.006209,12.418208,0.004452,0.005879,1252.120728,1248.403198,-1.343451,11.965993
C:\\dev\\dataset\\ThinFilm\\data1\\0163.tif,0.005988,11.975972,0.004461,0.005769,1252.131226,1248.265747,-1.320526,11.96624
C:\\dev\\dataset\\ThinFilm\\data1\\0164.tif,0.006144,12.287176,0.004482,0.005929,1252.157715,1248.464966,-1.293193,11.966494
C:\\dev\\dataset\\ThinFilm\\data1\\0165.tif,0.006258,12.516483,0.004489,0.005955,1252.166504,1248.497803,-1.322872,11.966741
C:\\dev\\dataset\\ThinFilm\\data1\\0166.tif,0.006373,12.745791,0.004569,0.005926,1252.266602,1248.460937,-1.326694,11.966995
C:\\dev\\dataset\\ThinFilm\\data1\\0167.tif,0.006455,12.909582,0.004659,0.00602,1252.378418,1248.577759,-1.296869,11.967242
C:\\dev\\dataset\\ThinFilm\\data1\\0168.tif,0.006488,12.975098,0.00459,0.006051,1252.292236,1248.616699,-1.292104,11.967497
C:\\dev\\dataset\\ThinFilm\\data1\\0169.tif,0.006463,12.925961,0.004639,0.006086,1252.353027,1248.660156,-1.318425,11.967744
C:\\dev\\dataset\\ThinFilm\\data1\\0170.tif,0.00652,13.040615,0.004733,0.006134,1252.470459,1248.718872,-1.312097,11.967991
C:\\dev\\dataset\\ThinFilm\\data1\\0171.tif,0.006537,13.073373,0.00475,0.00607,1252.492432,1248.640625,-1.295955,11.968245
C:\\dev\\dataset\\ThinFilm\\data1\\0172.tif,0.006635,13.269922,0.004728,0.006255,1252.464478,1248.869263,-1.277867,11.968499
C:\\dev\\dataset\\ThinFilm\\data1\\0173.tif,0.006684,13.368197,0.004756,0.006295,1252.499023,1248.919067,-1.322937,11.968746
C:\\dev\\dataset\\ThinFilm\\data1\\0174.tif,0.006823,13.646642,0.004907,0.006254,1252.687134,1248.868408,-1.323633,11.969
C:\\dev\\dataset\\ThinFilm\\data1\\0175.tif,0.006848,13.695779,0.004834,0.006307,1252.59668,1248.934082,-1.274611,11.969247
C:\\dev\\dataset\\ThinFilm\\data1\\0176.tif,0.006725,13.450092,0.004896,0.006276,1252.673584,1248.895874,-1.304703,11.969502
C:\\dev\\dataset\\ThinFilm\\data1\\0177.tif,0.006774,13.548367,0.004824,0.006375,1252.584229,1249.019043,-1.281964,11.969749
C:\\dev\\dataset\\ThinFilm\\data1\\0178.tif,0.006938,13.875949,0.004954,0.006361,1252.746826,1249.001709,-1.321595,11.970003
C:\\dev\\dataset\\ThinFilm\\data1\\0179.tif,0.006971,13.941466,0.004992,0.006478,1252.793457,1249.146851,-1.283992,11.97025
C:\\dev\\dataset\\ThinFilm\\data1\\0180.tif,0.006971,13.941466,0.005099,0.006711,1252.926636,1249.436157,-1.297791,11.970504
C:\\dev\\dataset\\ThinFilm\\data1\\0181.tif,0.006946,13.892328,0.005068,0.006744,1252.887817,1249.476562,-1.316312,11.970744
C:\\dev\\dataset\\ThinFilm\\data1\\0182.tif,0.006946,13.892328,0.005088,0.00672,1252.912842,1249.446655,-1.330816,11.971005
C:\\dev\\dataset\\ThinFilm\\data1\\0183.tif,0.007102,14.203532,0.005236,0.006796,1253.098267,1249.540527,-1.320814,11.971253
C:\\dev\\dataset\\ThinFilm\\data1\\0184.tif,0.007077,14.154394,0.005217,0.006882,1253.074585,1249.647705,-1.297774,11.971507
C:\\dev\\dataset\\ThinFilm\\data1\\0185.tif,0.007225,14.449218,0.005256,0.006955,1253.12207,1249.737915,-1.31903,11.971754
C:\\dev\\dataset\\ThinFilm\\data1\\0186.tif,0.007216,14.432839,0.005247,0.007036,1253.110962,1249.839111,-1.323293,11.972001
C:\\dev\\dataset\\ThinFilm\\data1\\0187.tif,0.007233,14.465597,0.00532,0.006994,1253.202271,1249.786499,-1.341089,11.972255
