filepath,x1,x2,x3,x4,x5,x6,x7,x8
C:\dev\dataset\ThinFilm\PMMA\data1\0139.tif,0.0053,10.600127,0.00356,0.004562,1251.008911,1246.768311,-1.282876,11.960225
C:\dev\dataset\ThinFilm\PMMA\data1\0140.tif,0.00539,10.780297,0.003581,0.004723,1251.034912,1246.968628,-1.281323,11.960479
C:\dev\dataset\ThinFilm\PMMA\data1\0141.tif,0.005292,10.583748,0.003612,0.004947,1251.073853,1247.246338,-1.318931,11.960726
C:\dev\dataset\ThinFilm\PMMA\data1\0142.tif,0.005374,10.747539,0.003719,0.004843,1251.207275,1247.116699,-1.369468,11.96098
C:\dev\dataset\ThinFilm\PMMA\data1\0143.tif,0.005407,10.813056,0.003721,0.004875,1251.209229,1247.156372,-1.301978,11.961234
C:\dev\dataset\ThinFilm\PMMA\data1\0144.tif,0.00548,10.960468,0.003702,0.004819,1251.185547,1247.087891,-1.310021,11.961482
C:\dev\dataset\ThinFilm\PMMA\data1\0145.tif,0.005497,10.993226,0.003761,0.004868,1251.258911,1247.148315,-1.301819,11.961729
C:\dev\dataset\ThinFilm\PMMA\data1\0146.tif,0.00557,11.140638,0.003828,0.004895,1251.342407,1247.181641,-1.294399,11.961983
C:\dev\dataset\ThinFilm\PMMA\data1\0147.tif,0.005791,11.582874,0.003877,0.004936,1251.403931,1247.231934,-1.278752,11.96223
C:\dev\dataset\ThinFilm\PMMA\data1\0148.tif,0.005767,11.533736,0.003828,0.00507,1251.342651,1247.399048,-1.272929,11.962484
C:\dev\dataset\ThinFilm\PMMA\data1\0149.tif,0.005669,11.337187,0.003852,0.005138,1251.371826,1247.483643,-1.324489,11.962731
C:\dev\dataset\ThinFilm\PMMA\data1\0150.tif,0.0058,11.599253,0.003904,0.005167,1251.437744,1247.519653,-1.334086,11.962985
C:\dev\dataset\ThinFilm\PMMA\data1\0151.tif,0.005767,11.533736,0.004009,0.005254,1251.568115,1247.627686,-1.323492,11.963233
C:\dev\dataset\ThinFilm\PMMA\data1\0152.tif,0.005824,11.64839,0.003945,0.005333,1251.488525,1247.725342,-1.310684,11.963487
C:\dev\dataset\ThinFilm\PMMA\data1\0153.tif,0.005808,11.615632,0.004053,0.005291,1251.623047,1247.672852,-1.351816,11.963734
C:\dev\dataset\ThinFilm\PMMA\data1\0154.tif,0.005832,11.664769,0.004112,0.005322,1251.697144,1247.712036,-1.305391,11.963988
C:\dev\dataset\ThinFilm\PMMA\data1\0155.tif,0.006094,12.188901,0.00416,0.005323,1251.756226,1247.712402,-1.294191,11.964235
C:\dev\dataset\ThinFilm\PMMA\data1\0156.tif,0.006086,12.172522,0.004159,0.00542,1251.755127,1247.833862,-1.279553,11.964489
C:\dev\dataset\ThinFilm\PMMA\data1\0157.tif,0.005939,11.877698,0.004182,0.005516,1251.784424,1247.952148,-1.303313,11.964736
C:\dev\dataset\ThinFilm\PMMA\data1\0158.tif,0.00598,11.959593,0.004228,0.00545,1251.840576,1247.870605,-1.318797,11.96499
C:\dev\dataset\ThinFilm\PMMA\data1\0159.tif,0.006119,12.238038,0.004392,0.005487,1252.045288,1247.916504,-1.289203,11.965238
C:\dev\dataset\ThinFilm\PMMA\data1\0160.tif,0.006111,12.221659,0.004357,0.005591,1252.002075,1248.045532,-1.249396,11.965492
C:\dev\dataset\ThinFilm\PMMA\data1\0161.tif,0.006225,12.450967,0.004316,0.005798,1251.95105,1248.302979,-1.283201,11.965739
C:\dev\dataset\ThinFilm\PMMA\data1\0162.tif,0.006209,12.418208,0.004452,0.005879,1252.120728,1248.403198,-1.343451,11.965993
C:\dev\dataset\ThinFilm\PMMA\data1\0163.tif,0.005988,11.975972,0.004461,0.005769,1252.131226,1248.265747,-1.320526,11.96624
C:\dev\dataset\ThinFilm\PMMA\data1\0164.tif,0.006144,12.287176,0.004482,0.005929,1252.157715,1248.464966,-1.293193,11.966494
C:\dev\dataset\ThinFilm\PMMA\data1\0165.tif,0.006258,12.516483,0.004489,0.005955,1252.166504,1248.497803,-1.322872,11.966741
C:\dev\dataset\ThinFilm\PMMA\data1\0166.tif,0.006373,12.745791,0.004569,0.005926,1252.266602,1248.460937,-1.326694,11.966995
C:\dev\dataset\ThinFilm\PMMA\data1\0167.tif,0.006455,12.909582,0.004659,0.00602,1252.378418,1248.577759,-1.296869,11.967242
C:\dev\dataset\ThinFilm\PMMA\data1\0168.tif,0.006488,12.975098,0.00459,0.006051,1252.292236,1248.616699,-1.292104,11.967497
C:\dev\dataset\ThinFilm\PMMA\data1\0169.tif,0.006463,12.925961,0.004639,0.006086,1252.353027,1248.660156,-1.318425,11.967744
C:\dev\dataset\ThinFilm\PMMA\data1\0170.tif,0.00652,13.040615,0.004733,0.006134,1252.470459,1248.718872,-1.312097,11.967991
C:\dev\dataset\ThinFilm\PMMA\data1\0171.tif,0.006537,13.073373,0.00475,0.00607,1252.492432,1248.640625,-1.295955,11.968245
C:\dev\dataset\ThinFilm\PMMA\data1\0172.tif,0.006635,13.269922,0.004728,0.006255,1252.464478,1248.869263,-1.277867,11.968499
C:\dev\dataset\ThinFilm\PMMA\data1\0173.tif,0.006684,13.368197,0.004756,0.006295,1252.499023,1248.919067,-1.322937,11.968746
C:\dev\dataset\ThinFilm\PMMA\data1\0174.tif,0.006823,13.646642,0.004907,0.006254,1252.687134,1248.868408,-1.323633,11.969
C:\dev\dataset\ThinFilm\PMMA\data1\0175.tif,0.006848,13.695779,0.004834,0.006307,1252.59668,1248.934082,-1.274611,11.969247
C:\dev\dataset\ThinFilm\PMMA\data1\0176.tif,0.006725,13.450092,0.004896,0.006276,1252.673584,1248.895874,-1.304703,11.969502
C:\dev\dataset\ThinFilm\PMMA\data1\0177.tif,0.006774,13.548367,0.004824,0.006375,1252.584229,1249.019043,-1.281964,11.969749
C:\dev\dataset\ThinFilm\PMMA\data1\0178.tif,0.006938,13.875949,0.004954,0.006361,1252.746826,1249.001709,-1.321595,11.970003
C:\dev\dataset\ThinFilm\PMMA\data1\0179.tif,0.006971,13.941466,0.004992,0.006478,1252.793457,1249.146851,-1.283992,11.97025
C:\dev\dataset\ThinFilm\PMMA\data1\0180.tif,0.006971,13.941466,0.005099,0.006711,1252.926636,1249.436157,-1.297791,11.970504
C:\dev\dataset\ThinFilm\PMMA\data1\0181.tif,0.006946,13.892328,0.005068,0.006744,1252.887817,1249.476562,-1.316312,11.970744
C:\dev\dataset\ThinFilm\PMMA\data1\0182.tif,0.006946,13.892328,0.005088,0.00672,1252.912842,1249.446655,-1.330816,11.971005
C:\dev\dataset\ThinFilm\PMMA\data1\0183.tif,0.007102,14.203532,0.005236,0.006796,1253.098267,1249.540527,-1.320814,11.971253
C:\dev\dataset\ThinFilm\PMMA\data1\0184.tif,0.007077,14.154394,0.005217,0.006882,1253.074585,1249.647705,-1.297774,11.971507
C:\dev\dataset\ThinFilm\PMMA\data1\0185.tif,0.007225,14.449218,0.005256,0.006955,1253.12207,1249.737915,-1.31903,11.971754
C:\dev\dataset\ThinFilm\PMMA\data1\0186.tif,0.007216,14.432839,0.005247,0.007036,1253.110962,1249.839111,-1.323293,11.972001
C:\dev\dataset\ThinFilm\PMMA\data1\0187.tif,0.007233,14.465597,0.00532,0.006994,1253.202271,1249.786499,-1.341089,11.972255
